Unnamed: 0,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_MISSION,TRAVEL_MISSION_CHECK,TRAVEL_MISSION_PRIORITY,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM,ADDR,RES_CAFE,VISIT_COUNT,VISIT_AREA_MAIN_TYPE
0,2208190004,d_d000296,14,산굼부리,2022-08-19 00:00:00,2022-08-19 00:00:00,,제주특별자치도 제주시 조천읍 교래리 166-2,126.693832,33.43257409,,,,,60,1,Y,4,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 조천읍 교래리 166-2,2,99,1
83,2208190002,d_d000296,12,한라산국립공원 관음사탐방로,2022-08-19 00:00:00,2022-08-19 00:00:00,,제주특별자치도 제주시 오라이동 산 107-20,126.5380065,33.39083768,,,,,60,1,N,1,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 오라이동 산 107-20,2,17,1
98,2208180010,d_d000296,10,한림리조트,2022-08-18 00:00:00,2022-08-19 00:00:00,제주특별자치도 제주시 한림읍 일주서로 5083-5,제주특별자치도 제주시 한림읍 협재리 1193,126.2499557,33.38941846,,,,,210,24,Y,8,4.0,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 한림읍 일주서로 5083-5,2,19,24
117,2208200001,d_d000296,17,스누피가든,2022-08-20 00:00:00,2022-08-20 00:00:00,제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,126.7796675,33.44335922,,,,,180,6,N,1,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 구좌읍 금백조로 916,2,135,6
170,2208180007,d_d000296,7,협재해수욕장,2022-08-18 00:00:00,2022-08-18 00:00:00,제주특별자치도 제주시 한림읍 한림로 329-10,제주특별자치도 제주시 한림읍 협재리 2447,126.2391575,33.39386608,,,,,90,1,N,1,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 한림읍 한림로 329-10,2,272,1
442,2208180004,d_d000296,4,카페노티드 제주애월,2022-08-18 00:00:00,2022-08-18 00:00:00,제주특별자치도 제주시 애월읍 애월로1길 24-9,제주특별자치도 제주시 애월읍 애월리 2527-3,126.3097228,33.46327185,,,POI01000000CTG69W,카페노티드,60,11,N,1,,1,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 애월읍 애월로1길 24-9,1,75,11
516,2208180006,d_d000296,6,한림리조트,2022-08-18 00:00:00,2022-08-18 00:00:00,제주특별자치도 제주시 한림읍 일주서로 5083-5,제주특별자치도 제주시 한림읍 협재리 1193,126.2499557,33.38941846,,,,,60,24,N,8,4.0,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 한림읍 일주서로 5083-5,2,19,24
535,2208180005,d_d000296,5,더마파크,2022-08-18 00:00:00,2022-08-18 00:00:00,,제주특별자치도 제주시 한림읍 월림리 2365,126.244325,33.35413025,,,,,30,5,N,2,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 한림읍 월림리 2365,2,25,3
537,2208190003,d_d000296,13,봄그리고가을리조트,2022-08-19 00:00:00,2022-08-19 00:00:00,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,제주특별자치도 서귀포시 성산읍 고성리,126.9111111,33.4741667,,,POI01000000EHG94K,봄그리고가을리조트B동,30,24,N,8,4.0,5,5,5,50130.0,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,2,30,24
567,2208200002,d_d000296,18,제주레일바이크,2022-08-20 00:00:00,2022-08-20 00:00:00,제주특별자치도 제주시 구좌읍 용눈이오름로 641,제주특별자치도 제주시 구좌읍 종달리 4639,126.8369456,33.46462116,,,,,30,13,N,2,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 구좌읍 용눈이오름로 641,2,35,13
602,2208200004,d_d000296,21,봄그리고가을리조트,2022-08-20 00:00:00,2022-08-20 00:00:00,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,제주특별자치도 서귀포시 성산읍 시흥리 208,126.911019,33.47414532,,,POI01000000CMDK90,씨유봄그리고가을리조트점,120,24,Y,11,4.0,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,2,30,24
632,2208190005,d_d000296,15,우동카덴,2022-08-19 00:00:00,2022-08-19 00:00:00,제주특별자치도 제주시 조천읍 교래3길 23,제주특별자치도 제주시 조천읍 교래리 550-1,126.6792945,33.43583724,,,,,60,11,N,1,,4,3,4,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 조천읍 교래3길 23,0,20,11
651,2208190006,d_d000296,16,봄그리고가을리조트,2022-08-19 00:00:00,2022-08-20 00:00:00,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,제주특별자치도 서귀포시 성산읍 시흥리 208,126.911019,33.47414532,,,POI01000000CMDK90,씨유봄그리고가을리조트점,210,24,Y,11,4.0,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,2,30,24
681,2208200003,d_d000296,19,섭지코지,2022-08-20 00:00:00,2022-08-20 00:00:00,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 87,126.9306092,33.42393807,,,,,60,1,Y,4,,4,4,4,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 성산읍 섭지코지로 107,2,159,1
813,2208200005,d_d000296,22,어멍횟집,2022-08-20 00:00:00,2022-08-20 00:00:00,제주특별자치도 서귀포시 성산읍 일출로 29,제주특별자치도 서귀포시 성산읍 고성리 330-1,126.9159846,33.44788309,,,POI01000000EG7ARY,어멍횟집,60,11,N,2,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 성산읍 일출로 29,0,7,11
820,2208180009,d_d000296,9,제주도 해녀세자매,2022-08-18 00:00:00,2022-08-18 00:00:00,제주특별자치도 제주시 한림읍 한림로3길 10-11,제주특별자치도 제주시 한림읍 한림리 1589-9,126.2606468,33.41399681,,,,,60,11,N,2,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 한림읍 한림로3길 10-11,0,8,11
828,2208200007,d_d000296,20,성산일출봉,2022-08-20 00:00:00,2022-08-20 00:00:00,,제주특별자치도 서귀포시 성산읍 성산리 78,126.9405375,33.45913497,,,,,0,1,Y,11,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 성산읍 성산리 78,2,255,1
1047,2208180008,d_d000296,8,한림리조트,2022-08-18 00:00:00,2022-08-18 00:00:00,제주특별자치도 제주시 한림읍 일주서로 5083-5,제주특별자치도 제주시 한림읍 협재리 1193,126.2499557,33.38941846,,,,,60,24,Y,8,4.0,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 제주시 한림읍 일주서로 5083-5,2,19,24
1066,2208190001,d_d000296,11,세계자동차&피아노박물관,2022-08-19 00:00:00,2022-08-19 00:00:00,제주특별자치도 서귀포시 안덕면 중산간서로 1610,제주특별자치도 서귀포시 안덕면 상창리 2065-4,126.3498145,33.28375831,,,,,120,2,Y,4,,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 안덕면 중산간서로 1610,2,14,2
1080,2208200006,d_d000296,23,봄그리고가을리조트,2022-08-20 00:00:00,2022-08-21 00:00:00,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,제주특별자치도 서귀포시 성산읍 시흥리 208,126.911019,33.47414532,,,POI01000000CMDK90,씨유봄그리고가을리조트점,210,24,Y,11,4.0,5,5,5,,D01,d000296,2;,2022-08-18 00:00:00,2022-08-22 00:00:00,대중교통 등,2;,2;28;12,2,11,남,40,7,1,2,4,2.0,,8,8.0,3,6,42,42110,41,41820,41,41110,2,5,3,2,5,4,2,5,서울특별시,제주,자녀 동반 여행,2022-08-19~2022-08-21,3,7.0,1.0,3,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,2,30,24
1110,2210160006,d_d006390,13,세화소품관,2022-10-16 00:00:00,2022-10-16 00:00:00,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-3,제주특별자치도 제주시 구좌읍 세화리 1500-6,126.8576159,33.52559145,,,,,30,10,N,6,,4,3,3,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-3,2,5,4
1112,2210170002,d_d006390,17,우굼,2022-10-17 00:00:00,2022-10-17 00:00:00,제주특별자치도 제주시 애월읍 하소로 611-42,제주특별자치도 제주시 애월읍 유수암리 1472-2,126.3991686,33.42950235,,,,,60,11,N,6,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 애월읍 하소로 611-42,0,7,11
1119,2210150005,d_d006390,8,너의하루,2022-10-15 00:00:00,2022-10-16 00:00:00,제주특별자치도 제주시 구좌읍 월정5길 28-4,제주특별자치도 제주시 구좌읍 월정리 235,126.796217,33.55345154,,,POI01000000ALCGXG,월정펜션,120,24,N,2,3.0,4,4,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 월정5길 28-4,2,4,24
1123,2210170001,d_d006390,16,9.81파크,2022-10-17 00:00:00,2022-10-17 00:00:00,제주특별자치도 제주시 애월읍 천덕로 880-24,제주특별자치도 제주시 애월읍 어음리 산 131-3,126.366664,33.39028982,,,POI01000000ALBIRB,9.81파크,120,5,N,1,,5,5,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 애월읍 천덕로 880-24,2,80,5
1178,2210150007,d_d006390,7,월정리해수욕장,2022-10-15 00:00:00,2022-10-15 00:00:00,,제주특별자치도 제주시 구좌읍 월정리 33-3,126.7958051,33.55646939,,,,,120,1,N,11,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 월정리 33-3,2,84,1
1262,2210150006,d_d006390,6,너의하루,2022-10-15 00:00:00,2022-10-15 00:00:00,제주특별자치도 제주시 구좌읍 월정5길 28-4,제주특별자치도 제주시 구좌읍 월정리 235,126.796217,33.55345154,,,POI01000000ALCGXG,월정펜션,30,24,N,2,3.0,4,4,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 월정5길 28-4,2,4,24
1266,2210150004,d_d006390,5,오드랑베이커리,2022-10-15 00:00:00,2022-10-15 00:00:00,제주특별자치도 제주시 조천읍 조함해안로 552-3,제주특별자치도 제주시 조천읍 함덕리 270-1,126.671581,33.54213375,,,,,30,11,N,2,,4,4,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 조천읍 조함해안로 552-3,1,41,11
1300,2210150002,d_d006390,3,우진해장국,2022-10-15 00:00:00,2022-10-15 00:00:00,제주특별자치도 제주시 서사로 11,제주특별자치도 제주시 삼도이동 831,126.5200013,33.5115169,,,,,60,11,N,1,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 서사로 11,0,127,11
1427,2210180001,d_d006390,22,삼대국수회관 본점,2022-10-18 00:00:00,2022-10-18 00:00:00,제주특별자치도 제주시 삼성로 41,제주특별자치도 제주시 일도이동 1045-12,126.5300594,33.50690145,,,,,30,11,N,5,,4,3,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 삼성로 41,0,22,11
1449,2210160002,d_d006390,9,서프서프,2022-10-16 00:00:00,2022-10-16 00:00:00,제주특별자치도 제주시 구좌읍 월정7길 52,제주특별자치도 제주시 구좌읍 월정리 4-1,126.7966219,33.55530588,,,,,210,5,N,9,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 월정7길 52,2,1,5
1450,2210160005,d_d006390,12,카페치즈태비,2022-10-16 00:00:00,2022-10-16 00:00:00,제주특별자치도 제주시 구좌읍 행원로7길 18-9,제주특별자치도 제주시 구좌읍 행원리 610,126.8077719,33.55513706,,,,,60,11,N,2,,4,3,3,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 행원로7길 18-9,1,12,11
1462,2210150003,d_d006390,4,제주동문재래시장,2022-10-15 00:00:00,2022-10-15 00:00:00,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,126.5260174,33.51158514,,,POI010000006VWNAQ,동문시장고객지원센터,60,4,Y,4,,4,3,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 관덕로14길 20,2,184,4
1646,2210170003,d_d006390,18,아르떼뮤지엄 제주,2022-10-17 00:00:00,2022-10-17 00:00:00,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503,126.3450106,33.39670048,,,POI01000000EG7TC2,아르떼뮤지엄,90,3,N,10,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 애월읍 어림비로 478,2,91,3
1737,2210160004,d_d006390,11,코난해변,2022-10-16 00:00:00,2022-10-16 00:00:00,,제주특별자치도 제주시 구좌읍 행원리 575-6,126.811202,33.55745493,,,,,60,1,N,3,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 행원리 575-6,2,30,1
1763,2210170005,d_d006390,20,고등어회결사,2022-10-17 00:00:00,2022-10-17 00:00:00,제주특별자치도 제주시 애월읍 애월해안로 941,제주특별자치도 제주시 애월읍 하귀2리 2615-1,126.3955273,33.48381453,,,POI010000006W1188,하르방,60,11,N,2,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 애월읍 애월해안로 941,0,5,11
1768,2210170006,d_d006390,21,너의하루,2022-10-17 00:00:00,2022-10-18 00:00:00,제주특별자치도 제주시 구좌읍 월정5길 28-4,제주특별자치도 제주시 구좌읍 월정리 235,126.796217,33.55345154,,,POI01000000ALCGXG,월정펜션,240,24,N,2,3.0,5,4,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 월정5길 28-4,2,4,24
1772,2210160007,d_d006390,14,도민상회,2022-10-16 00:00:00,2022-10-16 00:00:00,제주특별자치도 제주시 한림읍 한림로3길 8,제주특별자치도 제주시 한림읍 한림리 1590-6,126.2602064,33.41318997,,,,,60,11,N,6,,5,3,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 한림읍 한림로3길 8,0,10,11
1781,2210160001,d_d006390,15,너의하루,2022-10-16 00:00:00,2022-10-17 00:00:00,제주특별자치도 제주시 구좌읍 월정5길 28-4,제주특별자치도 제주시 구좌읍 월정리 235,126.796217,33.55345154,,,POI01000000ALCGXG,월정펜션,120,24,N,2,3.0,4,4,4,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 월정5길 28-4,2,4,24
1785,2210160003,d_d006390,10,월정항아리,2022-10-16 00:00:00,2022-10-16 00:00:00,제주특별자치도 제주시 구좌읍 월정5길 38,제주특별자치도 제주시 구좌읍 월정리 241,126.7951999,33.5536987,,,,,60,11,N,5,,5,5,5,,D01,d006390,2;22;4;5;6;,2022-10-15 00:00:00,2022-10-19 00:00:00,대중교통 등,2;22;4;5;6;,5;22;6,5,41,여,20,6,1,1,4,2.0,,4,8.0,3,4,41,41390,41,41430,41,41360,4,2,5,3,3,6,3,7,경기도,제주,3인 이상 여행(가족 외),2022-10-15~2022-10-18,1,2.0,3.0,2,제주특별자치도 제주시 구좌읍 월정5길 38,0,1,11
